Key;day_full;day;month_full;month_nr;month_short;month_name;is_holiday;event;Quarter_full;Quarter;Semester_full;Semester;year;lixo
1198;12-04-2005;12;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1199;13-04-2005;13;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1200;14-04-2005;14;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1201;15-04-2005;15;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1202;16-04-2005;16;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1203;17-04-2005;17;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1204;18-04-2005;18;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1205;19-04-2005;19;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1206;20-04-2005;20;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1207;21-04-2005;21;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1208;22-04-2005;22;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1209;23-04-2005;23;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1210;24-04-2005;24;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1211;25-04-2005;25;Abr-05;4;APR;April;Sim;Dia da Liberdade;2005-Q2;2;2005-S1;1;2005;--
1212;26-04-2005;26;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1213;27-04-2005;27;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1214;28-04-2005;28;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1215;29-04-2005;29;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1216;30-04-2005;30;Abr-05;4;APR;April;No;;2005-Q2;2;2005-S1;1;2005;--
1217;01-05-2005;1;Mai-05;5;MAI;May;Sim;Dia do Trabalhador;2005-Q2;2;2005-S1;1;2005;--
1218;02-05-2005;2;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1219;03-05-2005;3;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1220;04-05-2005;4;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1221;05-05-2005;5;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1222;06-05-2005;6;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1223;07-05-2005;7;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1224;08-05-2005;8;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1225;09-05-2005;9;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1226;10-05-2005;10;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1227;11-05-2005;11;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1228;12-05-2005;12;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1229;13-05-2005;13;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1230;14-05-2005;14;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1231;15-05-2005;15;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1232;16-05-2005;16;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1233;17-05-2005;17;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1234;18-05-2005;18;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1235;19-05-2005;19;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1236;20-05-2005;20;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1237;21-05-2005;21;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1238;22-05-2005;22;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1239;23-05-2005;23;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1240;24-05-2005;24;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1241;25-05-2005;25;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1242;26-05-2005;26;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1243;27-05-2005;27;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1244;28-05-2005;28;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1245;29-05-2005;29;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1246;30-05-2005;30;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1247;31-05-2005;31;Mai-05;5;MAI;May;No;;2005-Q2;2;2005-S1;1;2005;--
1248;01-06-2005;1;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1249;02-06-2005;2;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1250;03-06-2005;3;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1251;04-06-2005;4;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1252;05-06-2005;5;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1253;06-06-2005;6;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1254;07-06-2005;7;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1255;08-06-2005;8;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1256;09-06-2005;9;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1257;10-06-2005;10;Jun-05;6;JUN;June;Sim;Dia de Portugal;2005-Q2;2;2005-S1;1;2005;--
1258;11-06-2005;11;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1259;12-06-2005;12;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1260;13-06-2005;13;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1261;14-06-2005;14;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1262;15-06-2005;15;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1263;16-06-2005;16;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1264;17-06-2005;17;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1265;18-06-2005;18;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1266;19-06-2005;19;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1267;20-06-2005;20;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1268;21-06-2005;21;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1269;22-06-2005;22;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1270;23-06-2005;23;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1271;24-06-2005;24;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1272;25-06-2005;25;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1273;26-06-2005;26;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1274;27-06-2005;27;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1275;28-06-2005;28;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1276;29-06-2005;29;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1277;30-06-2005;30;Jun-05;6;JUN;June;No;;2005-Q2;2;2005-S1;1;2005;--
1278;01-07-2005;1;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1279;02-07-2005;2;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1280;03-07-2005;3;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1281;04-07-2005;4;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1282;05-07-2005;5;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1283;06-07-2005;6;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1284;07-07-2005;7;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1285;08-07-2005;8;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1286;09-07-2005;9;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1287;10-07-2005;10;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1288;11-07-2005;11;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1289;12-07-2005;12;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1290;13-07-2005;13;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1291;14-07-2005;14;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1292;15-07-2005;15;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1293;16-07-2005;16;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1294;17-07-2005;17;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1295;18-07-2005;18;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1296;19-07-2005;19;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1297;20-07-2005;20;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1298;21-07-2005;21;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1299;22-07-2005;22;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1300;23-07-2005;23;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1301;24-07-2005;24;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1302;25-07-2005;25;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1303;26-07-2005;26;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1304;27-07-2005;27;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1305;28-07-2005;28;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1306;29-07-2005;29;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1307;30-07-2005;30;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1308;31-07-2005;31;Jul-05;7;JUL;July;No;;2005-Q3;3;2005-S2;2;2005;--
1309;01-08-2005;1;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1310;02-08-2005;2;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1311;03-08-2005;3;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1312;04-08-2005;4;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1313;05-08-2005;5;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1314;06-08-2005;6;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1315;07-08-2005;7;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1316;08-08-2005;8;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1317;09-08-2005;9;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1318;10-08-2005;10;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1319;11-08-2005;11;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1320;12-08-2005;12;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1321;13-08-2005;13;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1322;14-08-2005;14;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1323;15-08-2005;15;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1324;16-08-2005;16;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1325;17-08-2005;17;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1326;18-08-2005;18;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1327;19-08-2005;19;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1328;20-08-2005;20;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1329;21-08-2005;21;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1330;22-08-2005;22;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1331;23-08-2005;23;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1332;24-08-2005;24;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1333;25-08-2005;25;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1334;26-08-2005;26;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1335;27-08-2005;27;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1336;28-08-2005;28;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1337;29-08-2005;29;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1338;30-08-2005;30;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1339;31-08-2005;31;Ago-05;8;AUG;August;No;;2005-Q3;3;2005-S2;2;2005;--
1340;01-09-2005;1;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1341;02-09-2005;2;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1342;03-09-2005;3;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1343;04-09-2005;4;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1344;05-09-2005;5;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1345;06-09-2005;6;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1346;07-09-2005;7;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1347;08-09-2005;8;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1348;09-09-2005;9;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1349;10-09-2005;10;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1350;11-09-2005;11;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1351;12-09-2005;12;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1352;13-09-2005;13;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1353;14-09-2005;14;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1354;15-09-2005;15;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1355;16-09-2005;16;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1356;17-09-2005;17;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1357;18-09-2005;18;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1358;19-09-2005;19;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1359;20-09-2005;20;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1360;21-09-2005;21;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1361;22-09-2005;22;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1362;23-09-2005;23;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1363;24-09-2005;24;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1364;25-09-2005;25;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1365;26-09-2005;26;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1366;27-09-2005;27;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1367;28-09-2005;28;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1368;29-09-2005;29;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1369;30-09-2005;30;Set-05;9;SEP;September;No;;2005-Q3;3;2005-S2;2;2005;--
1370;01-10-2005;1;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1371;02-10-2005;2;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1372;03-10-2005;3;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1373;04-10-2005;4;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1374;05-10-2005;5;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1375;06-10-2005;6;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1376;07-10-2005;7;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1377;08-10-2005;8;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1378;09-10-2005;9;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1379;10-10-2005;10;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1380;11-10-2005;11;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1381;12-10-2005;12;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1382;13-10-2005;13;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1383;14-10-2005;14;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1384;15-10-2005;15;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1385;16-10-2005;16;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1386;17-10-2005;17;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1387;18-10-2005;18;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1388;19-10-2005;19;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1389;20-10-2005;20;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1390;21-10-2005;21;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1391;22-10-2005;22;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1392;23-10-2005;23;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1393;24-10-2005;24;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1394;25-10-2005;25;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1395;26-10-2005;26;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1396;27-10-2005;27;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1397;28-10-2005;28;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1398;29-10-2005;29;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1399;30-10-2005;30;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1400;31-10-2005;31;Out-05;10;OCT;October;No;;2005-Q4;4;2005-S2;2;2005;--
1401;01-11-2005;1;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1402;02-11-2005;2;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1403;03-11-2005;3;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1404;04-11-2005;4;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1405;05-11-2005;5;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1406;06-11-2005;6;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1407;07-11-2005;7;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1408;08-11-2005;8;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1409;09-11-2005;9;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1410;10-11-2005;10;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1411;11-11-2005;11;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1412;12-11-2005;12;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1413;13-11-2005;13;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1414;14-11-2005;14;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1415;15-11-2005;15;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1416;16-11-2005;16;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1417;17-11-2005;17;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1418;18-11-2005;18;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1419;19-11-2005;19;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1420;20-11-2005;20;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1421;21-11-2005;21;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1422;22-11-2005;22;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1423;23-11-2005;23;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1424;24-11-2005;24;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1425;25-11-2005;25;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1426;26-11-2005;26;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1427;27-11-2005;27;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1428;28-11-2005;28;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1429;29-11-2005;29;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1430;30-11-2005;30;Nov-05;11;NOV;November;No;;2005-Q4;4;2005-S2;2;2005;--
1431;01-12-2005;1;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1432;02-12-2005;2;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1433;03-12-2005;3;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1434;04-12-2005;4;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1435;05-12-2005;5;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1436;06-12-2005;6;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1437;07-12-2005;7;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1438;08-12-2005;8;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1439;09-12-2005;9;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1440;10-12-2005;10;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1441;11-12-2005;11;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1442;12-12-2005;12;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1443;13-12-2005;13;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1444;14-12-2005;14;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1445;15-12-2005;15;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1446;16-12-2005;16;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1447;17-12-2005;17;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1448;18-12-2005;18;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1449;19-12-2005;19;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1450;20-12-2005;20;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1451;21-12-2005;21;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1452;22-12-2005;22;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1453;23-12-2005;23;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1454;24-12-2005;24;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1455;25-12-2005;25;Dez-05;12;DEC;December;Sim;Natal;2005-Q4;4;2005-S2;2;2005;--
1456;26-12-2005;26;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1457;27-12-2005;27;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1458;28-12-2005;28;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1459;29-12-2005;29;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1460;30-12-2005;30;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1461;31-12-2005;31;Dez-05;12;DEC;December;No;;2005-Q4;4;2005-S2;2;2005;--
1462;01-01-2006;1;Jan-06;1;JAN;January;Sim;Ano Novo;2006-Q1;1;2006-S1;1;2006;--
1463;02-01-2006;2;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1464;03-01-2006;3;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1465;04-01-2006;4;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1466;05-01-2006;5;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1467;06-01-2006;6;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1468;07-01-2006;7;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1469;08-01-2006;8;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
1470;09-01-2006;9;Jan-06;1;JAN;January;No;;2006-Q1;1;2006-S1;1;2006;--
