Key;time_full;hour;minute;second;minutes_after_00;period_of_day
5628;6:33:47;6;33;47;393;Morning
5629;6:33:48;6;33;48;393;Morning
5630;6:33:49;6;33;49;393;Morning
5631;6:33:50;6;33;50;393;Morning
5632;6:33:51;6;33;51;393;Morning
5633;6:33:52;6;33;52;393;Morning
5634;6:33:53;6;33;53;393;Morning
5635;6:33:54;6;33;54;393;Morning
5636;6:33:55;6;33;55;393;Morning
5637;6:33:56;6;33;56;393;Morning
5638;6:33:57;6;33;57;393;Morning
5639;6:33:58;6;33;58;393;Morning
5640;6:33:59;6;33;59;393;Morning
5641;6:34:00;6;34;0;394;Morning
5642;6:34:01;6;34;1;394;Morning
5643;6:34:02;6;34;2;394;Morning
5644;6:34:03;6;34;3;394;Morning
5645;6:34:04;6;34;4;394;Morning
5646;6:34:05;6;34;5;394;Morning
5647;6:34:06;6;34;6;394;Morning
5648;6:34:07;6;34;7;394;Morning
5649;6:34:08;6;34;8;394;Morning
5650;6:34:09;6;34;9;394;Morning
5651;6:34:10;6;34;10;394;Morning
5652;6:34:11;6;34;11;394;Morning
5653;6:34:12;6;34;12;394;Morning
5654;6:34:13;6;34;13;394;Morning
5655;6:34:14;6;34;14;394;Morning
5656;6:34:15;6;34;15;394;Morning
5657;6:34:16;6;34;16;394;Morning
5658;6:34:17;6;34;17;394;Morning
5659;6:34:18;6;34;18;394;Morning
5660;6:34:19;6;34;19;394;Morning
5661;6:34:20;6;34;20;394;Morning
5662;6:34:21;6;34;21;394;Morning
5663;6:34:22;6;34;22;394;Morning
5664;6:34:23;6;34;23;394;Morning
5665;6:34:24;6;34;24;394;Morning
5666;6:34:25;6;34;25;394;Morning
5667;6:34:26;6;34;26;394;Morning
5668;6:34:27;6;34;27;394;Morning
5669;6:34:28;6;34;28;394;Morning
5670;6:34:29;6;34;29;394;Morning
5671;6:34:30;6;34;30;394;Morning
5672;6:34:31;6;34;31;394;Morning
5673;6:34:32;6;34;32;394;Morning
5674;6:34:33;6;34;33;394;Morning
5675;6:34:34;6;34;34;394;Morning
5676;6:34:35;6;34;35;394;Morning
5677;6:34:36;6;34;36;394;Morning
5678;6:34:37;6;34;37;394;Morning
5679;6:34:38;6;34;38;394;Morning
5680;6:34:39;6;34;39;394;Morning
5681;6:34:40;6;34;40;394;Morning
5682;6:34:41;6;34;41;394;Morning
5683;6:34:42;6;34;42;394;Morning
5684;6:34:43;6;34;43;394;Morning
5685;6:34:44;6;34;44;394;Morning
5686;6:34:45;6;34;45;394;Morning
5687;6:34:46;6;34;46;394;Morning
5688;6:34:47;6;34;47;394;Morning
5689;6:34:48;6;34;48;394;Morning
5690;6:34:49;6;34;49;394;Morning
5691;6:34:50;6;34;50;394;Morning
5692;6:34:51;6;34;51;394;Morning
5693;6:34:52;6;34;52;394;Morning
5694;6:34:53;6;34;53;394;Morning
5695;6:34:54;6;34;54;394;Morning
5696;6:34:55;6;34;55;394;Morning
5697;6:34:56;6;34;56;394;Morning
5698;6:34:57;6;34;57;394;Morning
5699;6:34:58;6;34;58;394;Morning
5700;6:34:59;6;34;59;394;Morning
5701;6:35:00;6;35;0;395;Morning
5702;6:35:01;6;35;1;395;Morning
5703;6:35:02;6;35;2;395;Morning
5704;6:35:03;6;35;3;395;Morning
5705;6:35:04;6;35;4;395;Morning
5706;6:35:05;6;35;5;395;Morning
5707;6:35:06;6;35;6;395;Morning
5708;6:35:07;6;35;7;395;Morning
5709;6:35:08;6;35;8;395;Morning
5710;6:35:09;6;35;9;395;Morning
5711;6:35:10;6;35;10;395;Morning
5712;6:35:11;6;35;11;395;Morning
5713;6:35:12;6;35;12;395;Morning
5714;6:35:13;6;35;13;395;Morning
5715;6:35:14;6;35;14;395;Morning
5716;6:35:15;6;35;15;395;Morning
5717;6:35:16;6;35;16;395;Morning
5718;6:35:17;6;35;17;395;Morning
5719;6:35:18;6;35;18;395;Morning
5720;6:35:19;6;35;19;395;Morning
5721;6:35:20;6;35;20;395;Morning
5722;6:35:21;6;35;21;395;Morning
5723;6:35:22;6;35;22;395;Morning
5724;6:35:23;6;35;23;395;Morning
5725;6:35:24;6;35;24;395;Morning
5726;6:35:25;6;35;25;395;Morning
5727;6:35:26;6;35;26;395;Morning
5728;6:35:27;6;35;27;395;Morning
5729;6:35:28;6;35;28;395;Morning
5730;6:35:29;6;35;29;395;Morning
5731;6:35:30;6;35;30;395;Morning
5732;6:35:31;6;35;31;395;Morning
5733;6:35:32;6;35;32;395;Morning
5734;6:35:33;6;35;33;395;Morning
5735;6:35:34;6;35;34;395;Morning
5736;6:35:35;6;35;35;395;Morning
5737;6:35:36;6;35;36;395;Morning
5738;6:35:37;6;35;37;395;Morning
5739;6:35:38;6;35;38;395;Morning
5740;6:35:39;6;35;39;395;Morning
5741;6:35:40;6;35;40;395;Morning
5742;6:35:41;6;35;41;395;Morning
5743;6:35:42;6;35;42;395;Morning
5744;6:35:43;6;35;43;395;Morning
5745;6:35:44;6;35;44;395;Morning
5746;6:35:45;6;35;45;395;Morning
5747;6:35:46;6;35;46;395;Morning
5748;6:35:47;6;35;47;395;Morning
5749;6:35:48;6;35;48;395;Morning
5750;6:35:49;6;35;49;395;Morning
5751;6:35:50;6;35;50;395;Morning
5752;6:35:51;6;35;51;395;Morning
5753;6:35:52;6;35;52;395;Morning
5754;6:35:53;6;35;53;395;Morning
5755;6:35:54;6;35;54;395;Morning
5756;6:35:55;6;35;55;395;Morning
5757;6:35:56;6;35;56;395;Morning
5758;6:35:57;6;35;57;395;Morning
5759;6:35:58;6;35;58;395;Morning
5760;6:35:59;6;35;59;395;Morning
5761;6:36:00;6;36;0;396;Morning
5762;6:36:01;6;36;1;396;Morning
5763;6:36:02;6;36;2;396;Morning
5764;6:36:03;6;36;3;396;Morning
5765;6:36:04;6;36;4;396;Morning
5766;6:36:05;6;36;5;396;Morning
5767;6:36:06;6;36;6;396;Morning
5768;6:36:07;6;36;7;396;Morning
5769;6:36:08;6;36;8;396;Morning
5770;6:36:09;6;36;9;396;Morning
5771;6:36:10;6;36;10;396;Morning
5772;6:36:11;6;36;11;396;Morning
5773;6:36:12;6;36;12;396;Morning
5774;6:36:13;6;36;13;396;Morning
5775;6:36:14;6;36;14;396;Morning
5776;6:36:15;6;36;15;396;Morning
5777;6:36:16;6;36;16;396;Morning
5778;6:36:17;6;36;17;396;Morning
5779;6:36:18;6;36;18;396;Morning
5780;6:36:19;6;36;19;396;Morning
5781;6:36:20;6;36;20;396;Morning
5782;6:36:21;6;36;21;396;Morning
5783;6:36:22;6;36;22;396;Morning
5784;6:36:23;6;36;23;396;Morning
5785;6:36:24;6;36;24;396;Morning
5786;6:36:25;6;36;25;396;Morning
5787;6:36:26;6;36;26;396;Morning
5788;6:36:27;6;36;27;396;Morning
5789;6:36:28;6;36;28;396;Morning
5790;6:36:29;6;36;29;396;Morning
5791;6:36:30;6;36;30;396;Morning
5792;6:36:31;6;36;31;396;Morning
5793;6:36:32;6;36;32;396;Morning
5794;6:36:33;6;36;33;396;Morning
5795;6:36:34;6;36;34;396;Morning
5796;6:36:35;6;36;35;396;Morning
5797;6:36:36;6;36;36;396;Morning
5798;6:36:37;6;36;37;396;Morning
5799;6:36:38;6;36;38;396;Morning
5800;6:36:39;6;36;39;396;Morning
5801;6:36:40;6;36;40;396;Morning
5802;6:36:41;6;36;41;396;Morning
5803;6:36:42;6;36;42;396;Morning
5804;6:36:43;6;36;43;396;Morning
5805;6:36:44;6;36;44;396;Morning
5806;6:36:45;6;36;45;396;Morning
5807;6:36:46;6;36;46;396;Morning
5808;6:36:47;6;36;47;396;Morning
5809;6:36:48;6;36;48;396;Morning
5810;6:36:49;6;36;49;396;Morning
5811;6:36:50;6;36;50;396;Morning
5812;6:36:51;6;36;51;396;Morning
5813;6:36:52;6;36;52;396;Morning
5814;6:36:53;6;36;53;396;Morning
5815;6:36:54;6;36;54;396;Morning
5816;6:36:55;6;36;55;396;Morning
5817;6:36:56;6;36;56;396;Morning
5818;6:36:57;6;36;57;396;Morning
5819;6:36:58;6;36;58;396;Morning
5820;6:36:59;6;36;59;396;Morning
5821;6:37:00;6;37;0;397;Morning
5822;6:37:01;6;37;1;397;Morning
5823;6:37:02;6;37;2;397;Morning
5824;6:37:03;6;37;3;397;Morning
5825;6:37:04;6;37;4;397;Morning
5826;6:37:05;6;37;5;397;Morning
5827;6:37:06;6;37;6;397;Morning
5828;6:37:07;6;37;7;397;Morning
5829;6:37:08;6;37;8;397;Morning
5830;6:37:09;6;37;9;397;Morning
5831;6:37:10;6;37;10;397;Morning
5832;6:37:11;6;37;11;397;Morning
5833;6:37:12;6;37;12;397;Morning
5834;6:37:13;6;37;13;397;Morning
5835;6:37:14;6;37;14;397;Morning
5836;6:37:15;6;37;15;397;Morning
5837;6:37:16;6;37;16;397;Morning
5838;6:37:17;6;37;17;397;Morning
5839;6:37:18;6;37;18;397;Morning
5840;6:37:19;6;37;19;397;Morning
5841;6:37:20;6;37;20;397;Morning
5842;6:37:21;6;37;21;397;Morning
5843;6:37:22;6;37;22;397;Morning
5844;6:37:23;6;37;23;397;Morning
5845;6:37:24;6;37;24;397;Morning
5846;6:37:25;6;37;25;397;Morning
5847;6:37:26;6;37;26;397;Morning
5848;6:37:27;6;37;27;397;Morning
5849;6:37:28;6;37;28;397;Morning
5850;6:37:29;6;37;29;397;Morning
5851;6:37:30;6;37;30;397;Morning
5852;6:37:31;6;37;31;397;Morning
5853;6:37:32;6;37;32;397;Morning
5854;6:37:33;6;37;33;397;Morning
5855;6:37:34;6;37;34;397;Morning
5856;6:37:35;6;37;35;397;Morning
5857;6:37:36;6;37;36;397;Morning
5858;6:37:37;6;37;37;397;Morning
5859;6:37:38;6;37;38;397;Morning
5860;6:37:39;6;37;39;397;Morning
5861;6:37:40;6;37;40;397;Morning
5862;6:37:41;6;37;41;397;Morning
5863;6:37:42;6;37;42;397;Morning
5864;6:37:43;6;37;43;397;Morning
5865;6:37:44;6;37;44;397;Morning
5866;6:37:45;6;37;45;397;Morning
5867;6:37:46;6;37;46;397;Morning
5868;6:37:47;6;37;47;397;Morning
5869;6:37:48;6;37;48;397;Morning
5870;6:37:49;6;37;49;397;Morning
5871;6:37:50;6;37;50;397;Morning
5872;6:37:51;6;37;51;397;Morning
5873;6:37:52;6;37;52;397;Morning
5874;6:37:53;6;37;53;397;Morning
5875;6:37:54;6;37;54;397;Morning
5876;6:37:55;6;37;55;397;Morning
5877;6:37:56;6;37;56;397;Morning
5878;6:37:57;6;37;57;397;Morning
5879;6:37:58;6;37;58;397;Morning
5880;6:37:59;6;37;59;397;Morning
5881;6:38:00;6;38;0;398;Morning
5882;6:38:01;6;38;1;398;Morning
5883;6:38:02;6;38;2;398;Morning
5884;6:38:03;6;38;3;398;Morning
5885;6:38:04;6;38;4;398;Morning
5886;6:38:05;6;38;5;398;Morning
5887;6:38:06;6;38;6;398;Morning
5888;6:38:07;6;38;7;398;Morning
5889;6:38:08;6;38;8;398;Morning
5890;6:38:09;6;38;9;398;Morning
5891;6:38:10;6;38;10;398;Morning
5892;6:38:11;6;38;11;398;Morning
5893;6:38:12;6;38;12;398;Morning
5894;6:38:13;6;38;13;398;Morning
5895;6:38:14;6;38;14;398;Morning
5896;6:38:15;6;38;15;398;Morning
5897;6:38:16;6;38;16;398;Morning
5898;6:38:17;6;38;17;398;Morning
5899;6:38:18;6;38;18;398;Morning
5900;6:38:19;6;38;19;398;Morning
5901;6:38:20;6;38;20;398;Morning
5902;6:38:21;6;38;21;398;Morning
5903;6:38:22;6;38;22;398;Morning
5904;6:38:23;6;38;23;398;Morning
5905;6:38:24;6;38;24;398;Morning
5906;6:38:25;6;38;25;398;Morning
5907;6:38:26;6;38;26;398;Morning
5908;6:38:27;6;38;27;398;Morning
5909;6:38:28;6;38;28;398;Morning
5910;6:38:29;6;38;29;398;Morning
5911;6:38:30;6;38;30;398;Morning
5912;6:38:31;6;38;31;398;Morning
5913;6:38:32;6;38;32;398;Morning
5914;6:38:33;6;38;33;398;Morning
5915;6:38:34;6;38;34;398;Morning
5916;6:38:35;6;38;35;398;Morning
5917;6:38:36;6;38;36;398;Morning
5918;6:38:37;6;38;37;398;Morning
5919;6:38:38;6;38;38;398;Morning
5920;6:38:39;6;38;39;398;Morning
5921;6:38:40;6;38;40;398;Morning
5922;6:38:41;6;38;41;398;Morning
5923;6:38:42;6;38;42;398;Morning
5924;6:38:43;6;38;43;398;Morning
5925;6:38:44;6;38;44;398;Morning
5926;6:38:45;6;38;45;398;Morning
5927;6:38:46;6;38;46;398;Morning
5928;6:38:47;6;38;47;398;Morning
5929;6:38:48;6;38;48;398;Morning
5930;6:38:49;6;38;49;398;Morning
5931;6:38:50;6;38;50;398;Morning
5932;6:38:51;6;38;51;398;Morning
5933;6:38:52;6;38;52;398;Morning
5934;6:38:53;6;38;53;398;Morning
5935;6:38:54;6;38;54;398;Morning
5936;6:38:55;6;38;55;398;Morning
5937;6:38:56;6;38;56;398;Morning
5938;6:38:57;6;38;57;398;Morning
5939;6:38:58;6;38;58;398;Morning
5940;6:38:59;6;38;59;398;Morning
5941;6:39:00;6;39;0;399;Morning
5942;6:39:01;6;39;1;399;Morning
5943;6:39:02;6;39;2;399;Morning
5944;6:39:03;6;39;3;399;Morning
5945;6:39:04;6;39;4;399;Morning
5946;6:39:05;6;39;5;399;Morning
5947;6:39:06;6;39;6;399;Morning
5948;6:39:07;6;39;7;399;Morning
5949;6:39:08;6;39;8;399;Morning
5950;6:39:09;6;39;9;399;Morning
5951;6:39:10;6;39;10;399;Morning
5952;6:39:11;6;39;11;399;Morning
5953;6:39:12;6;39;12;399;Morning
5954;6:39:13;6;39;13;399;Morning
5955;6:39:14;6;39;14;399;Morning
5956;6:39:15;6;39;15;399;Morning
5957;6:39:16;6;39;16;399;Morning
5958;6:39:17;6;39;17;399;Morning
5959;6:39:18;6;39;18;399;Morning
5960;6:39:19;6;39;19;399;Morning
5961;6:39:20;6;39;20;399;Morning
5962;6:39:21;6;39;21;399;Morning
5963;6:39:22;6;39;22;399;Morning
5964;6:39:23;6;39;23;399;Morning
5965;6:39:24;6;39;24;399;Morning
5966;6:39:25;6;39;25;399;Morning
5967;6:39:26;6;39;26;399;Morning
5968;6:39:27;6;39;27;399;Morning
5969;6:39:28;6;39;28;399;Morning
5970;6:39:29;6;39;29;399;Morning
5971;6:39:30;6;39;30;399;Morning
5972;6:39:31;6;39;31;399;Morning
5973;6:39:32;6;39;32;399;Morning
5974;6:39:33;6;39;33;399;Morning
5975;6:39:34;6;39;34;399;Morning
5976;6:39:35;6;39;35;399;Morning
5977;6:39:36;6;39;36;399;Morning
5978;6:39:37;6;39;37;399;Morning
5979;6:39:38;6;39;38;399;Morning
5980;6:39:39;6;39;39;399;Morning
5981;6:39:40;6;39;40;399;Morning
5982;6:39:41;6;39;41;399;Morning
5983;6:39:42;6;39;42;399;Morning
5984;6:39:43;6;39;43;399;Morning
5985;6:39:44;6;39;44;399;Morning
5986;6:39:45;6;39;45;399;Morning
5987;6:39:46;6;39;46;399;Morning
5988;6:39:47;6;39;47;399;Morning
5989;6:39:48;6;39;48;399;Morning
5990;6:39:49;6;39;49;399;Morning
5991;6:39:50;6;39;50;399;Morning
5992;6:39:51;6;39;51;399;Morning
5993;6:39:52;6;39;52;399;Morning
5994;6:39:53;6;39;53;399;Morning
5995;6:39:54;6;39;54;399;Morning
5996;6:39:55;6;39;55;399;Morning
5997;6:39:56;6;39;56;399;Morning
5998;6:39:57;6;39;57;399;Morning
5999;6:39:58;6;39;58;399;Morning
6000;6:39:59;6;39;59;399;Morning
6001;6:40:00;6;40;0;400;Morning
6002;6:40:01;6;40;1;400;Morning
6003;6:40:02;6;40;2;400;Morning
6004;6:40:03;6;40;3;400;Morning
6005;6:40:04;6;40;4;400;Morning
6006;6:40:05;6;40;5;400;Morning
6007;6:40:06;6;40;6;400;Morning
6008;6:40:07;6;40;7;400;Morning
6009;6:40:08;6;40;8;400;Morning
6010;6:40:09;6;40;9;400;Morning
6011;6:40:10;6;40;10;400;Morning
6012;6:40:11;6;40;11;400;Morning
6013;6:40:12;6;40;12;400;Morning
6014;6:40:13;6;40;13;400;Morning
6015;6:40:14;6;40;14;400;Morning
6016;6:40:15;6;40;15;400;Morning
6017;6:40:16;6;40;16;400;Morning
6018;6:40:17;6;40;17;400;Morning
6019;6:40:18;6;40;18;400;Morning
6020;6:40:19;6;40;19;400;Morning
6021;6:40:20;6;40;20;400;Morning
6022;6:40:21;6;40;21;400;Morning
6023;6:40:22;6;40;22;400;Morning
6024;6:40:23;6;40;23;400;Morning
6025;6:40:24;6;40;24;400;Morning
6026;6:40:25;6;40;25;400;Morning
6027;6:40:26;6;40;26;400;Morning
6028;6:40:27;6;40;27;400;Morning
6029;6:40:28;6;40;28;400;Morning
6030;6:40:29;6;40;29;400;Morning
6031;6:40:30;6;40;30;400;Morning
6032;6:40:31;6;40;31;400;Morning
6033;6:40:32;6;40;32;400;Morning
6034;6:40:33;6;40;33;400;Morning
6035;6:40:34;6;40;34;400;Morning
6036;6:40:35;6;40;35;400;Morning
6037;6:40:36;6;40;36;400;Morning
6038;6:40:37;6;40;37;400;Morning
6039;6:40:38;6;40;38;400;Morning
6040;6:40:39;6;40;39;400;Morning
6041;6:40:40;6;40;40;400;Morning
6042;6:40:41;6;40;41;400;Morning
6043;6:40:42;6;40;42;400;Morning
6044;6:40:43;6;40;43;400;Morning
6045;6:40:44;6;40;44;400;Morning
6046;6:40:45;6;40;45;400;Morning
6047;6:40:46;6;40;46;400;Morning
6048;6:40:47;6;40;47;400;Morning
6049;6:40:48;6;40;48;400;Morning
6050;6:40:49;6;40;49;400;Morning
6051;6:40:50;6;40;50;400;Morning
6052;6:40:51;6;40;51;400;Morning
6053;6:40:52;6;40;52;400;Morning
6054;6:40:53;6;40;53;400;Morning
6055;6:40:54;6;40;54;400;Morning
6056;6:40:55;6;40;55;400;Morning
6057;6:40:56;6;40;56;400;Morning
6058;6:40:57;6;40;57;400;Morning
6059;6:40:58;6;40;58;400;Morning
6060;6:40:59;6;40;59;400;Morning
6061;6:41:00;6;41;0;401;Morning
6062;6:41:01;6;41;1;401;Morning
6063;6:41:02;6;41;2;401;Morning
6064;6:41:03;6;41;3;401;Morning
6065;6:41:04;6;41;4;401;Morning
6066;6:41:05;6;41;5;401;Morning
6067;6:41:06;6;41;6;401;Morning
6068;6:41:07;6;41;7;401;Morning
6069;6:41:08;6;41;8;401;Morning
6070;6:41:09;6;41;9;401;Morning
6071;6:41:10;6;41;10;401;Morning
6072;6:41:11;6;41;11;401;Morning
6073;6:41:12;6;41;12;401;Morning
6074;6:41:13;6;41;13;401;Morning
6075;6:41:14;6;41;14;401;Morning
6076;6:41:15;6;41;15;401;Morning
6077;6:41:16;6;41;16;401;Morning
6078;6:41:17;6;41;17;401;Morning
6079;6:41:18;6;41;18;401;Morning
6080;6:41:19;6;41;19;401;Morning
6081;6:41:20;6;41;20;401;Morning
6082;6:41:21;6;41;21;401;Morning
6083;6:41:22;6;41;22;401;Morning
6084;6:41:23;6;41;23;401;Morning
6085;6:41:24;6;41;24;401;Morning
6086;6:41:25;6;41;25;401;Morning
6087;6:41:26;6;41;26;401;Morning
6088;6:41:27;6;41;27;401;Morning
6089;6:41:28;6;41;28;401;Morning
6090;6:41:29;6;41;29;401;Morning
6091;6:41:30;6;41;30;401;Morning
6092;6:41:31;6;41;31;401;Morning
6093;6:41:32;6;41;32;401;Morning
6094;6:41:33;6;41;33;401;Morning
6095;6:41:34;6;41;34;401;Morning
6096;6:41:35;6;41;35;401;Morning
6097;6:41:36;6;41;36;401;Morning
6098;6:41:37;6;41;37;401;Morning
6099;6:41:38;6;41;38;401;Morning
6100;6:41:39;6;41;39;401;Morning
6101;6:41:40;6;41;40;401;Morning
6102;6:41:41;6;41;41;401;Morning
6103;6:41:42;6;41;42;401;Morning
6104;6:41:43;6;41;43;401;Morning
6105;6:41:44;6;41;44;401;Morning
6106;6:41:45;6;41;45;401;Morning
6107;6:41:46;6;41;46;401;Morning
6108;6:41:47;6;41;47;401;Morning
6109;6:41:48;6;41;48;401;Morning
6110;6:41:49;6;41;49;401;Morning
6111;6:41:50;6;41;50;401;Morning
6112;6:41:51;6;41;51;401;Morning
6113;6:41:52;6;41;52;401;Morning
6114;6:41:53;6;41;53;401;Morning
6115;6:41:54;6;41;54;401;Morning
6116;6:41:55;6;41;55;401;Morning
6117;6:41:56;6;41;56;401;Morning
6118;6:41:57;6;41;57;401;Morning
6119;6:41:58;6;41;58;401;Morning
6120;6:41:59;6;41;59;401;Morning
6121;6:42:00;6;42;0;402;Morning
6122;6:42:01;6;42;1;402;Morning
6123;6:42:02;6;42;2;402;Morning
6124;6:42:03;6;42;3;402;Morning
6125;6:42:04;6;42;4;402;Morning
6126;6:42:05;6;42;5;402;Morning
6127;6:42:06;6;42;6;402;Morning
6128;6:42:07;6;42;7;402;Morning
6129;6:42:08;6;42;8;402;Morning
6130;6:42:09;6;42;9;402;Morning
6131;6:42:10;6;42;10;402;Morning
6132;6:42:11;6;42;11;402;Morning
6133;6:42:12;6;42;12;402;Morning
6134;6:42:13;6;42;13;402;Morning
6135;6:42:14;6;42;14;402;Morning
6136;6:42:15;6;42;15;402;Morning
6137;6:42:16;6;42;16;402;Morning
6138;6:42:17;6;42;17;402;Morning
6139;6:42:18;6;42;18;402;Morning
6140;6:42:19;6;42;19;402;Morning
6141;6:42:20;6;42;20;402;Morning
6142;6:42:21;6;42;21;402;Morning
6143;6:42:22;6;42;22;402;Morning
6144;6:42:23;6;42;23;402;Morning
6145;6:42:24;6;42;24;402;Morning
6146;6:42:25;6;42;25;402;Morning
6147;6:42:26;6;42;26;402;Morning
6148;6:42:27;6;42;27;402;Morning
6149;6:42:28;6;42;28;402;Morning
6150;6:42:29;6;42;29;402;Morning
6151;6:42:30;6;42;30;402;Morning
6152;6:42:31;6;42;31;402;Morning
6153;6:42:32;6;42;32;402;Morning
6154;6:42:33;6;42;33;402;Morning
6155;6:42:34;6;42;34;402;Morning
6156;6:42:35;6;42;35;402;Morning
6157;6:42:36;6;42;36;402;Morning
6158;6:42:37;6;42;37;402;Morning
6159;6:42:38;6;42;38;402;Morning
6160;6:42:39;6;42;39;402;Morning
6161;6:42:40;6;42;40;402;Morning
6162;6:42:41;6;42;41;402;Morning
6163;6:42:42;6;42;42;402;Morning
6164;6:42:43;6;42;43;402;Morning
6165;6:42:44;6;42;44;402;Morning
6166;6:42:45;6;42;45;402;Morning
6167;6:42:46;6;42;46;402;Morning
6168;6:42:47;6;42;47;402;Morning
6169;6:42:48;6;42;48;402;Morning
6170;6:42:49;6;42;49;402;Morning
6171;6:42:50;6;42;50;402;Morning
6172;6:42:51;6;42;51;402;Morning
6173;6:42:52;6;42;52;402;Morning
6174;6:42:53;6;42;53;402;Morning
6175;6:42:54;6;42;54;402;Morning
6176;6:42:55;6;42;55;402;Morning
6177;6:42:56;6;42;56;402;Morning
6178;6:42:57;6;42;57;402;Morning
6179;6:42:58;6;42;58;402;Morning
6180;6:42:59;6;42;59;402;Morning
6181;6:43:00;6;43;0;403;Morning
6182;6:43:01;6;43;1;403;Morning
6183;6:43:02;6;43;2;403;Morning
6184;6:43:03;6;43;3;403;Morning
6185;6:43:04;6;43;4;403;Morning
6186;6:43:05;6;43;5;403;Morning
6187;6:43:06;6;43;6;403;Morning
6188;6:43:07;6;43;7;403;Morning
6189;6:43:08;6;43;8;403;Morning
6190;6:43:09;6;43;9;403;Morning
6191;6:43:10;6;43;10;403;Morning
6192;6:43:11;6;43;11;403;Morning
6193;6:43:12;6;43;12;403;Morning
6194;6:43:13;6;43;13;403;Morning
6195;6:43:14;6;43;14;403;Morning
6196;6:43:15;6;43;15;403;Morning
6197;6:43:16;6;43;16;403;Morning
6198;6:43:17;6;43;17;403;Morning
6199;6:43:18;6;43;18;403;Morning
6200;6:43:19;6;43;19;403;Morning
6201;6:43:20;6;43;20;403;Morning
6202;6:43:21;6;43;21;403;Morning
6203;6:43:22;6;43;22;403;Morning
6204;6:43:23;6;43;23;403;Morning
6205;6:43:24;6;43;24;403;Morning
6206;6:43:25;6;43;25;403;Morning
6207;6:43:26;6;43;26;403;Morning
6208;6:43:27;6;43;27;403;Morning
6209;6:43:28;6;43;28;403;Morning
6210;6:43:29;6;43;29;403;Morning
6211;6:43:30;6;43;30;403;Morning
6212;6:43:31;6;43;31;403;Morning
6213;6:43:32;6;43;32;403;Morning
6214;6:43:33;6;43;33;403;Morning
6215;6:43:34;6;43;34;403;Morning
6216;6:43:35;6;43;35;403;Morning
6217;6:43:36;6;43;36;403;Morning
6218;6:43:37;6;43;37;403;Morning
6219;6:43:38;6;43;38;403;Morning
6220;6:43:39;6;43;39;403;Morning
6221;6:43:40;6;43;40;403;Morning
6222;6:43:41;6;43;41;403;Morning
6223;6:43:42;6;43;42;403;Morning
6224;6:43:43;6;43;43;403;Morning
6225;6:43:44;6;43;44;403;Morning
6226;6:43:45;6;43;45;403;Morning
6227;6:43:46;6;43;46;403;Morning
6228;6:43:47;6;43;47;403;Morning
6229;6:43:48;6;43;48;403;Morning
6230;6:43:49;6;43;49;403;Morning
6231;6:43:50;6;43;50;403;Morning
6232;6:43:51;6;43;51;403;Morning
6233;6:43:52;6;43;52;403;Morning
6234;6:43:53;6;43;53;403;Morning
6235;6:43:54;6;43;54;403;Morning
6236;6:43:55;6;43;55;403;Morning
6237;6:43:56;6;43;56;403;Morning
6238;6:43:57;6;43;57;403;Morning
6239;6:43:58;6;43;58;403;Morning
6240;6:43:59;6;43;59;403;Morning
6241;6:44:00;6;44;0;404;Morning
6242;6:44:01;6;44;1;404;Morning
6243;6:44:02;6;44;2;404;Morning
6244;6:44:03;6;44;3;404;Morning
6245;6:44:04;6;44;4;404;Morning
6246;6:44:05;6;44;5;404;Morning
6247;6:44:06;6;44;6;404;Morning
6248;6:44:07;6;44;7;404;Morning
6249;6:44:08;6;44;8;404;Morning
6250;6:44:09;6;44;9;404;Morning
6251;6:44:10;6;44;10;404;Morning
6252;6:44:11;6;44;11;404;Morning
6253;6:44:12;6;44;12;404;Morning
6254;6:44:13;6;44;13;404;Morning
6255;6:44:14;6;44;14;404;Morning
6256;6:44:15;6;44;15;404;Morning
6257;6:44:16;6;44;16;404;Morning
6258;6:44:17;6;44;17;404;Morning
6259;6:44:18;6;44;18;404;Morning
6260;6:44:19;6;44;19;404;Morning
6261;6:44:20;6;44;20;404;Morning
6262;6:44:21;6;44;21;404;Morning
6263;6:44:22;6;44;22;404;Morning
6264;6:44:23;6;44;23;404;Morning
6265;6:44:24;6;44;24;404;Morning
6266;6:44:25;6;44;25;404;Morning
6267;6:44:26;6;44;26;404;Morning
6268;6:44:27;6;44;27;404;Morning
6269;6:44:28;6;44;28;404;Morning
6270;6:44:29;6;44;29;404;Morning
6271;6:44:30;6;44;30;404;Morning
6272;6:44:31;6;44;31;404;Morning
6273;6:44:32;6;44;32;404;Morning
6274;6:44:33;6;44;33;404;Morning
6275;6:44:34;6;44;34;404;Morning
6276;6:44:35;6;44;35;404;Morning
6277;6:44:36;6;44;36;404;Morning
6278;6:44:37;6;44;37;404;Morning
6279;6:44:38;6;44;38;404;Morning
6280;6:44:39;6;44;39;404;Morning
6281;6:44:40;6;44;40;404;Morning
6282;6:44:41;6;44;41;404;Morning
6283;6:44:42;6;44;42;404;Morning
6284;6:44:43;6;44;43;404;Morning
6285;6:44:44;6;44;44;404;Morning
6286;6:44:45;6;44;45;404;Morning
6287;6:44:46;6;44;46;404;Morning
6288;6:44:47;6;44;47;404;Morning
6289;6:44:48;6;44;48;404;Morning
6290;6:44:49;6;44;49;404;Morning
6291;6:44:50;6;44;50;404;Morning
6292;6:44:51;6;44;51;404;Morning
